TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T665,C2765886,7/8/73,M,MUMBAI,187917.22,21/10/16,204453,570.0
T666,C2410073,31/8/93,F,HYDERABAD,2465.7,21/10/16,204524,268.0
T667,C4928285,25/11/92,F,NEW DELHI,40220.89,21/10/16,205205,600.0
T668,C7142551,8/8/89,M,GHAZIABAD,9144.66,21/10/16,194833,5349.0
T669,C1823447,1/1/1800,M,BANGALORE,6845.26,21/10/16,194131,30.0
T670,C8714375,28/5/85,M,MUMBAI,9875.27,21/10/16,221422,4898.0
T671,C6214060,2/7/83,M,DELHI,11129.21,21/10/16,224709,150.0
T672,C5311338,10/6/90,M,KRISHNAGIRI,11179.25,21/10/16,212833,411.0
T673,C2424214,5/6/76,M,KANPUR,33547.49,21/10/16,213117,100.85
T674,C2421359,5/10/87,M,DUBAI,141686.3,21/10/16,212013,353.0
T675,C7714250,1/1/1800,M,SAHARANPUR,525000.0,21/10/16,204643,7600.0
T676,C8816330,2/10/82,M,THANE,13504.55,21/10/16,194510,340.0
T677,C2733313,28/7/93,F,GURGAON,7087.18,21/10/16,194516,318.0
T678,C7823160,14/10/83,M,NOIDA,907860.31,21/10/16,194757,426.0
T679,C1738788,2/6/71,M,BENGALURU,67582.99,21/10/16,194757,4000.21
T680,C8339146,7/10/81,M,MUMBAI,91348.86,21/10/16,221628,410.0
T681,C2838757,24/11/92,M,MUMBAI,62661.12,21/10/16,212940,1904.0
T682,C1813747,12/12/70,M,JHAJJAR,8349.68,21/10/16,213046,186.0
T683,C4435232,4/6/90,F,GURGAON,7713.36,21/10/16,213234,263.0
T684,C5937662,16/9/89,M,AURANGABAD,41836.46,21/10/16,195241,1300.0
T685,C4719865,2/5/70,M,BANGALORE,720060.35,21/10/16,194800,2000.0
T686,C2939112,18/4/91,M,SAS NAGAR,6446.24,21/10/16,222511,321.0
T687,C7112132,7/6/92,F,THANE,68194.71,21/10/16,195739,1200.0
T688,C3218136,6/6/77,M,NEW DELHI,33629.74,21/10/16,195740,1320.0
T689,C8925657,16/5/90,M,SURATGARH,16221.29,21/10/16,195924,959.0
T690,C5132826,25/3/86,F,NEW DELHI,33734.43,21/10/16,215905,2227.0
T691,C3629920,3/8/56,M,VISAKHAPATANAM,7770.27,21/10/16,193922,280.0
T692,C7213132,26/1/92,M,JAYANAGAR BANGALORE,16922.99,21/10/16,194305,250.0
T693,C6993164,21/5/75,M,MUMBAI,1473749.77,21/10/16,194308,209.0
T694,C6724814,13/2/90,M,HYDERABAD,6211.61,21/10/16,215624,177.0
T695,C6736389,21/10/85,M,NAVI MUMBAI,6037.2,21/10/16,221142,2060.0
T696,C7320989,7/4/88,M,BENGALURU,3040.43,21/10/16,211628,295.0
T697,C1221915,17/4/92,F,NAVI MUMBAI,2808.51,21/10/16,201208,1540.0
T698,C7029037,3/10/90,M,BANGALORE,18837.33,21/10/16,203427,30.0
T699,C1028625,1/5/88,M,MUMBAI,61244.37,21/10/16,194003,72.0
T700,C7536216,8/3/92,F,PERAMBALUR,3113.28,21/10/16,212640,1212.6
T701,C7528429,20/12/91,M,NOIDA,13099.68,21/10/16,212959,100.0
T702,C3850992,1/3/94,M,ROURKELA,38058.83,21/10/16,213012,4330.0
T703,C3422515,11/9/82,F,NOIDA,103023.35,21/10/16,200133,440.0
T704,C1442661,26/9/76,M,MUMBAI,7955.08,21/10/16,200134,1633.15
T705,C7436623,10/11/89,M,GURGAON,166521.05,21/10/16,195708,240.0
T706,C2292425,12/10/92,F,BANGALORE,27532.79,21/10/16,200514,849.0
T707,C8116647,1/1/1800,M,SAMRUDHDHI BHAVAN RAJKOT,37956.24,21/10/16,205150,500.0
T708,C6626078,12/3/90,F,BANGALORE,37844.28,21/10/16,195024,496.0
T709,C6834271,11/4/86,M,GUNTUR DIST,3259.99,21/10/16,193919,122.0
T710,C2541746,19/1/85,M,NOIDA,472641.36,21/10/16,193927,1630.0
T711,C3714911,18/8/87,M,NASHIK,107.42,21/10/16,222507,530.0
T712,C1484482,13/4/92,M,JAUNPUR,2643.71,21/10/16,212707,135.0
T713,C4327789,26/1/82,M,MUMBAI,200517.6,21/10/16,212040,1264.0
T714,C2825813,21/12/86,M,DELHI,13807.28,21/10/16,212051,3597.0
T715,C8842071,13/10/98,M,CUDDALORE,2566.47,21/10/16,212054,11.0
T716,C5235918,1/1/92,M,GURGAON,4370.67,21/10/16,212059,1004.0
T717,C1727973,7/1/87,M,RANCHI,31450.41,21/10/16,202912,310.0
T718,C6580983,9/5/87,M,NEW DELHI,4331.24,21/10/16,223913,190.0
T719,C5141527,27/11/53,M,COIMBATORE,2140.87,21/10/16,224146,80.0
T720,C4317475,24/6/94,M,KHARDAH,2875.21,21/10/16,223000,10.0
T721,C8510070,1/1/1800,F,AURANGABAD,36492.35,21/10/16,223438,5500.0
T722,C7031171,18/1/87,M,NOIDA,14105.23,21/10/16,212022,900.0
T723,C3636745,2/6/87,M,DISTT PUNE,14081.51,21/10/16,212032,70.0
T724,C4022457,6/9/90,M,BANGALORE,3544.26,21/10/16,194116,450.0
T725,C2632726,24/5/90,M,NEW DELHI,160380.24,21/10/16,193801,765.0
T726,C6754037,9/7/83,M,MUMBAI,3599.21,21/10/16,193802,1800.0
T727,C2936081,10/8/47,M,NAGPUR,981.27,21/10/16,193943,44.0
T728,C3337238,21/10/94,F,NOIDA,3944.5,21/10/16,201502,375.0
T729,C8717971,25/5/84,M,TIRUPATI (RURAL),5505.12,21/10/16,201504,525.0
T730,C3266316,25/12/77,M,DELHI,9992.02,21/10/16,212321,939.65
T731,C4321711,20/7/89,F,AHMEDABAD,23273.37,21/10/16,203507,335.0
T732,C1523218,10/3/94,M,BHIWANDI,4940.81,21/10/16,203513,1200.0
T733,C3833259,28/6/89,M,MUMBAI,41679.4,21/10/16,203856,300.0
T734,C4941380,21/10/92,M,MUKTSAR,1112.66,21/10/16,222601,3880.0
T735,C1537725,13/1/00,M,NEW DELHI,854.89,21/10/16,223056,275.0
T736,C3434464,29/6/85,M,RANGA REDDY,9031.72,21/10/16,223057,300.0
T737,C6425123,1/1/1800,M,JODHPUR,12770.53,21/10/16,224157,36.0
T738,C4482416,5/9/87,M,BANGALORE,8329.81,21/10/16,194759,1286.0
T739,C1733675,27/7/86,M,MARKS SCHOOL NEW DELHI,5728.25,21/10/16,221139,307.0
T740,C4639027,3/2/90,M,GURGAON,5502.87,21/10/16,220455,319.0
T741,C1118773,15/4/97,M,RAJAPALAYAM,19099.5,21/10/16,220519,25.0
T742,C3911589,14/5/87,M,MUMBAI,121852.78,21/10/16,220819,2550.0
T743,C6611233,14/9/86,M,"DOMBIVALI -WEST,THANE",4149.06,21/10/16,215115,700.0
T744,C8814828,21/2/85,M,NEW DELHI,172190.26,21/10/16,212121,399.0
T745,C5131156,10/6/77,M,REWARI,9057.37,21/10/16,212140,259.0
T746,C7914170,26/7/92,F,NEW DELHI,9452.08,21/10/16,212401,20.0
T747,C4463414,19/9/94,M,CINEMA HAORA,30357.07,21/10/16,212403,4390.0
T748,C6325376,10/2/97,M,VASAI,78255.57,21/10/16,203012,46.0
T749,C1533067,21/5/87,M,JAIPUR,2559.33,21/10/16,211237,795.0
T750,C1141847,2/5/84,M,GURGAON,68864.42,21/10/16,202459,540.0
T751,C8035883,6/6/91,M,DELHI,4816.5,21/10/16,200713,150.0
T752,C4830970,17/10/93,F,DELHI,2982.4,21/10/16,200714,550.0
T753,C8732661,3/1/82,M,KOLKATA,57929.11,21/10/16,213019,485.0
T754,C4231943,14/4/93,F,NEW DELHI,1645.54,21/10/16,213311,203.45
T755,C1469227,28/4/79,F,NEW DELHI,31812.92,21/10/16,194528,50.0
T756,C3027447,30/6/87,M,DELHI,20247.07,21/10/16,204214,550.0
T757,C1521781,30/3/89,F,MUMBAI,89055.34,21/10/16,202803,2003.0
T758,C3926053,1/1/1800,M,NEW DELHI,46325.73,21/10/16,165804,1.0
T759,C6330852,1/1/1800,M,MUMBAI,2712481.26,21/10/16,202946,5900.0
T760,C6436276,8/3/92,F,PERAMBALUR,3113.28,21/10/16,205354,162.0
T761,C4941589,11/5/69,M,MANALI,58748.93,21/10/16,201434,4156.0
T762,C6042768,5/4/91,M,NEW DELHI,7889.08,21/10/16,203143,500.0
T763,C2512955,20/11/87,M,CHENNAI,21266.29,21/10/16,201629,200.0
T764,C7321145,1/6/91,M,KANCHIPURAM,10763.78,21/10/16,222118,199.97
T765,C3316423,19/9/89,M,BHAVNAGAR,1519.11,21/10/16,221401,430.0
T766,C7175926,10/8/73,M,VADODARA,48217.97,21/10/16,202638,700.0
T767,C4531573,6/6/94,M,MEERUT,2160.42,21/10/16,221813,50.0
T768,C3437531,20/6/95,M,COIMBATORE,149.62,21/10/16,203154,30.0
T769,C8232364,20/1/83,F,MUMBAI,350601.29,21/10/16,194650,1000.0
T770,C1641442,8/12/79,M,THANE,524401.78,21/10/16,223401,6610.0
T771,C5234622,9/12/82,M,NAVI MUMBAI,2168.98,21/10/16,223642,724.0
T772,C4823350,3/3/92,M,SOLAN,5017.13,21/10/16,203805,54.0
T773,C1835665,3/2/85,M,GHAZIABAD,114339.73,21/10/16,223648,50.0
T774,C5226946,23/7/85,F,GURGAON RD DUNDHERA GURGAON,683314.53,21/10/16,211343,1997.0
T775,C1117456,25/1/96,M,SURAT,3222.78,21/10/16,202657,500.0
T776,C4429435,26/4/92,F,DELHI,66773.67,21/10/16,202709,140.0
T777,C8623668,2/2/81,M,KOLKATA,676668.92,21/10/16,204054,1757.5
T778,C1140325,8/12/89,F,SCHOOL BURDWAN,572.78,21/10/16,204300,149.0
T779,C2829438,1/10/90,M,MUMBAI,160030.28,21/10/16,222757,2910.0
T780,C1826947,25/10/93,M,AHMEDABAD,36345.9,21/10/16,210130,220.0
T781,C3929930,11/1/94,M,AURANGABAD,6540.79,21/10/16,204925,180.0
T782,C4571043,17/9/91,M,MUMBAI,3722.83,21/10/16,214357,10.0
T783,C6629680,24/12/64,M,HOWRAH,32956.34,21/10/16,200019,100000.0
T784,C1510178,19/8/84,M,BANGALORE,12890.08,21/10/16,200055,291.0
T785,C7123032,9/9/89,F,GURGAON,14915.03,21/10/16,200058,999.0
T786,C8787378,1/5/89,M,MEDAK DIST,7289.39,21/10/16,195205,64.55
T787,C4733475,23/12/83,M,DELHI,307628.28,21/10/16,203542,250.0
T788,C3828351,24/9/89,F,INDIRANAGAR BANGALORE,33059.28,21/10/16,204023,250.0
T789,C5465149,19/2/84,F,BANGALORE,21388.11,21/10/16,200311,1443.0
T790,C3639080,15/1/60,M,GURGAON,354353.48,21/10/16,222359,15578.22
T791,C4130286,14/5/85,F,MUMBAI,1713.1,21/10/16,222404,190.0
T792,C4731081,23/12/91,M,FATEHABAD,7833.16,21/10/16,223112,5867.0
T793,C8937733,31/12/89,M,PARK PHASE-I HINJEWADI PUNE,191276.9,21/10/16,223357,200.0
T794,C2736386,18/12/89,M,DELHI,1006498.62,21/10/16,213632,121.51
T795,C5940117,3/8/95,F,GAUTAM BUDDHA NAGAR,14571.3,21/10/16,214655,147.0
T796,C4127518,14/7/92,F,DWARKA,52114.37,21/10/16,213946,112.0
T797,C3816860,10/6/97,M,LUCKNOW,25265.5,21/10/16,212512,500.0
T798,C2233387,25/7/94,F,CHANDIGARH,123607.92,21/10/16,213955,1780.0
T799,C8295234,19/6/84,M,RAJKOT,72382.65,21/10/16,115510,50.0
T800,C1888116,10/4/79,F,MUMBAI,74865.07,21/10/16,212749,1326.5
T801,C8723715,11/10/78,M,NEW DELHI,8702.26,21/10/16,204021,470.0
T802,C8515425,16/6/83,M,KOTA,45907.8,21/10/16,194053,308.0
T803,C2037249,22/8/86,M,VISAKHAPATNAM,297159.82,21/10/16,194058,690.0
T804,C4932285,7/9/79,M,NURMAHAL,1265.81,21/10/16,194100,1000.0
T805,C3739538,15/7/82,M,BANGALORE,31359.46,21/10/16,203212,267.0
T806,C4213053,1/1/1800,M,NEW DELHI,92924.88,21/10/16,215259,1520.0
T807,C6757021,14/2/74,F,MUMBAI,283821.01,21/10/16,215432,208.0
T808,C2831889,15/3/79,M,GURGAON,21359.12,21/10/16,215155,500.0
T809,C2375985,18/1/77,F,KURLA ANDHERI RD MUMBAI,306862.46,21/10/16,215136,2000.0
T810,C2317364,2/9/92,M,GURGAON,18025.83,21/10/16,214901,2950.0
T811,C3642867,12/6/87,M,BENGALURU,6714.1,21/10/16,211015,250.0
T812,C7731083,16/11/85,M,MUMBAI,191.41,21/10/16,214921,1000.0
T813,C3225470,5/7/88,F,KOTA,56806.25,21/10/16,205024,160.0
T814,C3623344,16/8/95,M,BANGALORE,2903.7,21/10/16,203158,5168.0
T815,C2979255,9/2/82,M,MUMBAI,116788.08,21/10/16,203201,500.0
T816,C4522818,8/7/95,M,GURGAON,39594.11,21/10/16,203404,100.0
T817,C2637514,6/6/91,M,NAVI MUMBAI,7395.68,21/10/16,194738,275.0
T818,C4269249,17/3/77,M,MUMBAI,10849.69,21/10/16,194742,1900.0
T819,C7128023,11/2/92,M,KALYAN (W) THANE,44545.28,21/10/16,195020,3943.0
T820,C2518658,23/7/87,F,KOLKATA,23321.73,21/10/16,194933,730.0
T821,C2922827,1/1/1800,M,NAVI MUMBAI,992.08,21/10/16,223650,4275.0
T822,C6123838,6/9/80,M,PUNE,116255.65,21/10/16,223939,3780.0
T823,C1841834,6/1/94,M,NEEMRANA,15413.18,21/10/16,223942,14.0
T824,C1827516,1/1/1800,M,CHENNAI,63708.68,21/10/16,223944,455.0
T825,C3915438,2/5/87,M,UDAIPUR,107338.47,21/10/16,223945,265.0
T826,C7430274,20/9/82,M,DEHRADUN,20662.95,21/10/16,193721,100.0
T827,C2018539,5/8/92,M,ALAPPUZHA,51319.3,21/10/16,193857,235.48
T828,C7892656,6/9/93,M,GURGAON,2739.66,21/10/16,193858,2000.0
T829,C6318487,16/5/87,M,BANGALORE,46291.99,21/10/16,202949,214.0
T830,C3523238,16/10/97,M,DELHI,9923.71,21/10/16,211604,501.0
T831,C2637258,22/12/84,F,MUMBAI,100982.2,21/10/16,212032,3490.0
T832,C6212789,17/8/85,F,NOIDA,14677.97,21/10/16,212159,612.1
T833,C3831045,19/9/87,M,GURGAON,38480.89,21/10/16,211821,1080.01
T834,C6621285,10/7/82,M,BANGALORE,57556.28,21/10/16,203416,420.0
T835,C7995223,25/9/89,F,PUNE,11650.66,21/10/16,203417,1903.0
T836,C6611630,15/8/95,M,DEORIA,3792.01,21/10/16,203543,159.0
T837,C2127333,29/3/82,M,TANUKU,8641.87,21/10/16,203726,720.0
T838,C4325463,23/8/89,F,DELHI,99260.38,21/10/16,205126,2629.32
T839,C1333383,5/12/85,M,MUMBAI,3318.79,21/10/16,203036,5750.0
T840,C7825224,26/10/88,M,SOUTH TWENTY FOUR PARAGANAS,1150.07,21/10/16,203339,80.0
T841,C5829082,16/12/83,M,NAVI MUMBAI,1959.28,21/10/16,195008,1128.0
T842,C1420178,2/3/60,M,HYDERABAD,21568.45,21/10/16,202400,270.0
T843,C8313475,26/2/89,M,CHANDIGARH,33056.83,21/10/16,202546,1779.0
T844,C3017428,10/8/87,M,KOLKATA,13175.72,21/10/16,195728,2000.0
T845,C6130759,5/1/73,M,GURGAON,547068.08,21/10/16,195736,2000.0
T846,C8423251,19/11/86,M,HOOGHLY,110091.54,21/10/16,192936,500.0
T847,C8126585,12/12/92,M,MUMBAI,2341.18,21/10/16,100845,10.0
T848,C4511448,12/1/91,M,SECUNDERABAD,1864.86,21/10/16,194043,50.0
T849,C6530434,22/7/92,F,MUMBAI,3050.07,21/10/16,215025,3285.0
T850,C1241988,10/8/86,F,KOLKATA,132104.38,21/10/16,210138,575.0
T851,C7915138,19/12/90,M,NOIDA,852.89,21/10/16,202207,1000.0
T852,C5539425,3/7/88,M,KOLLAM,139876.6,21/10/16,202211,2500.0
T853,C6933121,31/7/91,M,BANGALORE,5.16,21/10/16,145406,80.0
T854,C6430275,12/2/86,M,JABALPUR,2635.19,21/10/16,202921,210.0
T855,C4869018,1/1/1800,M,NEW DELHI,246875.72,21/10/16,203317,3380.0
T856,C7825518,1/8/93,M,NOIDA,18454.26,21/10/16,200625,14.0
T857,C7413354,1/1/1800,M,BANGALORE,62.53,21/10/16,195904,599.0
T858,C3883837,3/7/86,M,DELHI,39.62,21/10/16,152409,50.0
T859,C8426060,26/12/88,M,KALYAN W,37077.06,21/10/16,212148,137.7
T860,C5725215,22/1/83,M,FARIDABAD,32713.81,21/10/16,215124,284.0
T861,C5115339,16/11/91,M,THANE,1637.95,21/10/16,205923,50.0
T862,C3511516,25/4/80,M,ERNAKULAM,36904.5,21/10/16,192923,50.91
T863,C1622066,1/1/1800,M,MUMBAI,10815.81,21/10/16,210054,2998.0
T864,C4723924,5/12/76,F,KOLKATA,36929.53,21/10/16,203213,341.0
T865,C5420723,13/5/82,M,LUCKNOW,7936.08,21/10/16,202706,390.0
T866,C8727680,7/5/89,M,MUMBAI,12640.35,21/10/16,202708,770.0
T867,C5428567,28/9/88,M,BANGALORE,13384.54,21/10/16,211553,200.0
T868,C1438550,8/7/88,M,MUMBAI,111317.07,21/10/16,211553,1255.0
T869,C8877276,7/7/96,F,DELHI,57908.87,21/10/16,213809,4303.0
T870,C4718530,16/8/76,M,NEW DELHI,31930.01,21/10/16,211150,220.0
T871,C1444215,29/2/76,M,BANGALORE,219069.16,21/10/16,211202,8912.0
T872,C2712189,26/9/89,M,MATHURA,4573.28,21/10/16,202654,899.0
T873,C6214169,9/11/91,F,NEW DELHI,27373.21,21/10/16,203044,500.0
T874,C8426861,1/4/93,F,NOIDA,126.0,21/10/16,195624,67.0
T875,C8821791,31/7/73,M,PUNE,29871.23,21/10/16,195208,8190.0
T876,C5826526,1/1/1800,M,NEW DELHI,103856.35,21/10/16,162209,18003.21
T877,C4542572,17/2/91,F,GURGAON,1893.23,21/10/16,195342,572.0
T878,C3915935,29/6/88,F,GHAZIABAD,13014.93,21/10/16,212334,299.0
T879,C6830879,2/6/89,M,PUNE,18887.53,21/10/16,204820,301.0
T880,C2540757,6/10/89,M,PUNE,171781.42,21/10/16,205001,764.0
T881,C6831791,23/3/82,F,PUNE,8447.87,21/10/16,205658,1028.0
T882,C3310523,8/11/54,M,MUMBAI,0.02,21/10/16,205659,2220.0
T883,C9025040,9/1/91,F,DOMBIVLI,48869.41,21/10/16,202932,1400.0
T884,C6979249,1/1/1800,M,PUNE,84718.34,21/10/16,202639,600.0
T885,C8226531,9/9/85,M,PUNE,40553.26,21/10/16,202840,160.0
T886,C3539189,29/9/92,M,BANGALORE,1880.32,21/10/16,202852,1000.0
T887,C5012113,16/11/72,F,MUMBAI,32621.01,21/10/16,201530,440.0
T888,C1437355,19/10/92,M,PURBI SINGHBHUM,19173.82,21/10/16,201735,50.0
T889,C1631481,8/1/89,M,WARANGAL,11614.1,21/10/16,201913,100000.0
T890,C3192568,29/1/90,M,PALI,10405.54,21/10/16,202100,190.0
T891,C5025329,25/3/81,M,BANGALORE,48341.37,21/10/16,211434,538.0
T892,C7128585,28/9/88,M,BANGALORE,13384.54,21/10/16,211435,200.0
T893,C5121986,21/2/92,M,NEW DELHI,6663.5,21/10/16,211645,189.0
T894,C8640163,22/2/91,M,DELHI,76122.22,21/10/16,204707,1721.0
T895,C1922980,1/1/1800,M,PUNE,388.89,21/10/16,203024,2000.0
T896,C8410921,20/3/89,M,THANE,6664.52,21/10/16,203242,1260.0
T897,C2924271,8/1/86,M,GURGAON,121060.05,21/10/16,202627,73.0
T898,C1510886,1/1/1800,M,DELHI,21913.8,21/10/16,202529,262.06
T899,C3340413,14/8/89,M,BANUR,115715.85,21/10/16,202724,175.0
T900,C1118258,26/8/84,M,NEW DELHI,10533.88,21/10/16,194505,350.0
T901,C6013590,20/6/94,F,JAGATSINGHPUR,97.93,21/10/16,194505,65.0
T902,C4311779,23/1/95,M,KOTA,7844.9,21/10/16,194554,105.0
T903,C1913490,13/3/82,M,NEW DELHI,135701.38,21/10/16,205639,936.0
T904,C1241419,26/12/88,M,AHMEDABAD,257822.52,21/10/16,205640,235.0
T905,C4127771,6/1/89,F,DELHI,12069.76,21/10/16,205749,1000.0
T906,C3414431,1/1/80,M,CHANDIGARH,1586508.61,21/10/16,205750,100000.0
T907,C5428413,22/5/91,M,SHIMLA,8175.27,21/10/16,205607,500.0
T908,C3229228,8/7/94,F,KOLKATA,35421.17,21/10/16,205938,268.0
T909,C1412283,20/5/71,F,PALAKKAD,76081.62,21/10/16,203251,200.0
T910,C5422016,5/6/83,M,GURGAON,110341.58,21/10/16,202715,320.0
T911,C7784552,1/1/1800,M,NEW DELHI,48019.42,21/10/16,195504,1000.0
T912,C1334066,10/4/90,F,MUMBAI,2823.47,21/10/16,200058,1375.0
T913,C8923820,8/8/96,M,KOLKATA,495017.06,21/10/16,195518,398.0
T914,C8731111,18/1/87,M,NOIDA,14105.23,21/10/16,211923,900.0
T915,C3130836,12/11/90,M,BULANDSHAHR,7752.19,21/10/16,212115,2599.0
T916,C4229917,2/11/71,M,NEW DELHI,33818.31,21/10/16,212224,380.0
T917,C6825419,5/7/88,F,KOTA,56806.25,21/10/16,202616,160.0
T918,C5436238,7/11/91,F,BANGALORE,8841.05,21/10/16,195421,500.0
T919,C1140967,22/12/93,F,GHAZIABAD,20469.13,21/10/16,211217,1499.0
T920,C5489843,9/5/84,M,JAIPUR,129490.6,21/10/16,204808,158.0
T921,C6437090,27/7/87,M,MUMBAI,879.93,21/10/16,205636,950.0
T922,C2727772,3/12/91,M,NEW DELHI,11846.77,21/10/16,205840,11.0
T923,C2433460,1/10/82,M,NEW DELHI,794743.98,21/10/16,203149,1679.0
T924,C1711055,23/4/88,F,SONIPAT,88425.71,21/10/16,194056,257.15
T925,C8438427,1/1/1800,M,DELHI,156812.83,21/10/16,211546,3112.0
T926,C3418419,26/3/88,F,GHAZIABAD,17716.05,21/10/16,203009,1500.0
T927,C2230426,5/8/89,M,RAJPURA,1195344.5,21/10/16,201352,850.0
T928,C3933432,23/6/87,F,MUMBAI,9904.14,21/10/16,211601,600.0
T929,C4489370,26/5/79,M,BANGALORE,501.1,21/10/16,210051,750.0
T930,C5673142,1/1/89,M,MORINDA MORINDA,417874.67,21/10/16,204209,141.24
T931,C8111056,20/7/68,M,BANGALORE,77726.33,21/10/16,204303,140.0
T932,C1333763,8/4/87,M,PUNE,6633.52,21/10/16,204230,1281.4
T933,C6576480,2/10/78,F,MUMBAI,13616.67,21/10/16,193350,23352.0
T934,C3016256,2/10/85,M,AMRITSAR,218428.37,21/10/16,193536,778.0
T935,C1640274,10/8/84,M,NAVI MUMBAI,193334.48,21/10/16,211352,720.0
T936,C4330850,1/7/74,M,AURANGABAD,218231.16,21/10/16,211152,1752.0
T937,C3638675,28/3/92,M,DELHI,38843.42,21/10/16,211157,2641.0
T938,C8010062,16/9/48,M,ERNAKULAM,5.65,21/10/16,204053,200.0
T939,C5874370,25/12/79,M,THANE W,104389.33,21/10/16,210223,61500.0
T940,C2541988,13/9/83,F,PUNE,3801.19,21/10/16,204553,2553.0
T941,C1810279,2/2/90,M,MUMBAI,34905.27,21/10/16,203234,600.0
T942,C1931117,17/8/83,M,BANGALORE,57.24,21/10/16,203552,1580.0
T943,C5535063,7/8/84,M,NEW DELHI,129290.36,21/10/16,203419,715.0
T944,C3218322,15/3/87,M,PUNE,5720.37,21/10/16,210629,100.0
T945,C8222136,5/1/78,M,GHAZIABAD,2534.03,21/10/16,205540,192.0
T946,C2678478,1/1/1800,M,SURAT,27233.69,21/10/16,205357,1299.0
T947,C3115171,1/9/86,F,NOIDA,201695.5,21/10/16,195601,183.0
T948,C7621386,5/10/87,M,DUBAI,141686.3,21/10/16,211655,620.0
T949,C6095386,26/7/74,M,CHENNAI,15228.43,21/10/16,211951,196.0
T950,C4413129,1/2/92,F,SINGHBHUM,35111.42,21/10/16,211232,190.0
T951,C4240382,15/2/87,M,UTTARA KANNADA,22220.06,21/10/16,211239,65.0
T952,C7137848,25/12/87,F,NEW DELHI,24326.61,21/10/16,215551,500.0
T953,C5832547,12/1/78,M,BANGALORE,4027.57,21/10/16,215551,285.0
T954,C3072841,27/5/82,M,BANGALORE,59973.67,21/10/16,212855,200.0
T955,C2124373,26/8/95,M,KANPUR,39799.66,21/10/16,212909,65.0
T956,C2627459,27/9/86,M,NOIDA,23541.54,21/10/16,205806,5555.0
T957,C9027490,9/9/70,M,DELHI,63681.01,21/10/16,205806,2293.0
T958,C4514458,1/1/1800,M,CHENNAI,27021.05,21/10/16,203800,1830.0
T959,C3014449,1/1/1800,M,CHENNAI,27021.05,21/10/16,203857,1400.0
T960,C5812281,27/11/77,M,MUMBAI,57749.3,21/10/16,203858,484.0
T961,C7632491,10/4/92,F,THANE,45744.99,21/10/16,203352,3490.0
T962,C4454658,1/1/1800,M,SURAT,109362.18,21/10/16,203636,358.0
T963,C5413453,7/3/94,M,DELHI,22.31,21/10/16,202808,11.0
T964,C5223990,5/12/76,F,KOLKATA,36929.53,21/10/16,204003,65.0
T965,C6312180,26/9/89,M,MATHURA,4573.28,21/10/16,203908,380.0
T966,C8436155,28/12/87,M,UNA,10262.75,21/10/16,204006,650.0
T967,C4331120,31/8/86,F,HOBBLI BANGALORE,10877.13,21/10/16,205002,1330.0
T968,C2136467,4/11/81,M,JOGESHWARI (E) MUMBAI,51611.24,21/10/16,203017,1099.0
T969,C3540176,12/6/82,M,GURGAON,18163.73,21/10/16,202047,250.0
T970,C7842063,14/10/81,M,NEW DELHI,29436.43,21/10/16,202047,435.0
T971,C1618642,24/4/91,F,NEW DELHI,12779.85,21/10/16,202335,100.0
T972,C8014459,1/1/1800,M,CHENNAI,27021.05,21/10/16,204527,1273.0
T973,C1423839,15/6/77,F,GANGTOK,10702.67,21/10/16,204416,448.0
T974,C7633725,8/9/86,F,ALIGARH,3081.96,21/10/16,201706,450.0
T975,C8819837,24/1/91,F,GURGAON,6406.13,21/10/16,192539,1000.0
T976,C6256982,25/12/83,M,GREATER NOIDA,184757.62,21/10/16,192541,5000.0
T977,C2433374,13/10/80,M,MUMBAI,14309.1,21/10/16,211303,120.0
T978,C4420933,22/6/87,M,RAIPUR,6988.14,21/10/16,211304,220.0
T979,C8588426,19/2/80,M,AMRITSAR,81691.41,21/10/16,211429,1593.0
T980,C8218388,13/6/79,M,NEVILLE HOUSE THANE,69460.79,21/10/16,211907,475.0
T981,C8741166,21/6/90,M,FARIDABAD,77948.53,21/10/16,211554,1512.75
T982,C8236916,27/1/92,M,JAIPUR,7281.14,21/10/16,204419,230.0
T983,C4865613,1/1/1800,F,CHENNAI,0.0,21/10/16,204421,1500.0
T984,C4122560,1/1/1800,M,UDAIPUR,1294694.19,21/10/16,174607,100.91
T985,C1638047,13/7/93,M,RAI BARELI,11348.2,21/10/16,211702,50.0
T986,C6939286,29/5/79,M,THANE,36719.52,21/10/16,211703,201.0
T987,C4724177,3/2/89,F,THANE,15342.82,21/10/16,211853,125.0
T988,C7015315,7/3/94,M,CHENNAI,10758.35,21/10/16,205143,500.0
T989,C2614448,1/1/1800,M,CHENNAI,27021.05,21/10/16,205142,1128.0
T990,C7327792,4/7/80,M,COIMBATORE,40681.48,21/10/16,205143,530.0
T991,C2015243,5/4/83,M,AHMEDABAD,38472.54,21/10/16,172145,650.0
T992,C2739560,20/2/91,M,NEW DELHI,17654.41,21/10/16,203056,14.0
T993,C2540069,20/6/68,M,BANGALORE,160594.62,21/10/16,201430,2110.0
T994,C7836078,5/10/84,M,CHANDIGARH,2512.09,21/10/16,203402,275.0
T995,C3130260,2/5/88,M,RAIGARH CG RAIGARH,162.15,21/10/16,203546,38.0
